;num_cli;connexion_mois;source_web;typ_client;montant_credit;anciennete;utilisation_credit;logmt;sitfam;dept;tr_age;revfyr;assurance
9870;9871;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;36-45 ans;1500 a 1999;?
9875;9876;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;1500 a 1999;?
9925;9926;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Aquitaine;46-55 ans;1500 a 1999;?
9926;9927;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;18-25 ans;< 1000;?
9928;9929;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
9937;9938;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;36-45 ans;1000 a 1499;?
9956;9957;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;18-25 ans;manquant;?
10015;10016;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;36-45 ans;1500 a 1999;?
10043;10044;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Haute-Normandie;56-65 ans;1000 a 1499;?
10089;10090;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;26-35 ans;manquant;?
10090;10091;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1500 a 1999;?
10108;10109;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;1000 a 1499;?
10129;10130;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1500 a 1999;?
10168;10169;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;1000 a 1499;?
10176;10177;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;1500 a 1999;?
10237;10238;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;56-65 ans;3000 a 3999;?
10240;10241;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;1500 a 1999;?
10246;10247;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;26-35 ans;1000 a 1499;?
10270;10271;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;26-35 ans;1000 a 1499;?
10280;10281;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Provence-Alpes-Côte-Azur;56-65 ans;3000 a 3999;?
10281;10282;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;26-35 ans;1000 a 1499;?
10294;10295;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Corse;46-55 ans;2000 a 2999;?
10302;10303;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;1000 a 1499;?
10303;10304;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;56-65 ans;1000 a 1499;?
10334;10335;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Pays de Loire;36-45 ans;2000 a 2999;?
10357;10358;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Franche-Comte;36-45 ans;manquant;?
10394;10395;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;36-45 ans;2000 a 2999;?
10410;10411;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;56-65 ans;2000 a 2999;?
10425;10426;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Aquitaine;36-45 ans;1000 a 1499;?
10429;10430;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;46-55 ans;1500 a 1999;?
10432;10433;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;26-35 ans;1000 a 1499;?
10451;10452;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Pays de Loire;46-55 ans;1000 a 1499;?
10453;10454;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;2000 a 2999;?
10462;10463;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;36-45 ans;3000 a 3999;?
10474;10475;5-10;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;>66;>4000;?
10490;10491;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;manquant;?
10491;10492;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;1000 a 1499;?
10500;10501;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;1000 a 1499;?
10511;10512;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;26-35 ans;< 1000;?
10529;10530;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;manquant;?
10531;10532;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;36-45 ans;1000 a 1499;?
10534;10535;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;36-45 ans;manquant;?
10536;10537;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;1000 a 1499;?
10600;10601;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;56-65 ans;2000 a 2999;?
10618;10619;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;46-55 ans;1000 a 1499;?
10630;10631;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;36-45 ans;1000 a 1499;?
10641;10642;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1000 a 1499;?
10650;10651;>11;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Lorraine;46-55 ans;manquant;?
10680;10681;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;manquant;?
10696;10697;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;56-65 ans;manquant;?
10713;10714;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;26-35 ans;2000 a 2999;?
10716;10717;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Champagne-Ardenne;36-45 ans;2000 a 2999;?
10718;10719;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1500 a 1999;?
10725;10726;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;36-45 ans;manquant;?
10732;10733;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Champagne-Ardenne;46-55 ans;1000 a 1499;?
10738;10739;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;56-65 ans;< 1000;?
10747;10748;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
10752;10753;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;36-45 ans;1000 a 1499;?
10803;10804;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;56-65 ans;1500 a 1999;?
10832;10833;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;36-45 ans;2000 a 2999;?
10845;10846;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Basse-Normandie;26-35 ans;2000 a 2999;?
10872;10873;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Midi-Pyrenees;>66;1500 a 1999;?
10891;10892;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Languedoc-Roussillon;36-45 ans;1500 a 1999;?
10901;10902;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
10913;10914;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;< 1000;?
10916;10917;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
10940;10941;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Basse-Normandie;36-45 ans;manquant;?
10941;10942;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
10942;10943;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Alsace;26-35 ans;1500 a 1999;?
10963;10964;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Lorraine;18-25 ans;manquant;?
10968;10969;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;manquant;?
10971;10972;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Midi-Pyrenees;46-55 ans;< 1000;?
10983;10984;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Franche-Comte;56-65 ans;1500 a 1999;?
10989;10990;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;< 1000;?
10995;10996;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Limousin;>66;1000 a 1499;?
11016;11017;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;46-55 ans;2000 a 2999;?
11020;11021;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
11028;11029;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Provence-Alpes-Côte-Azur;46-55 ans;manquant;?
11036;11037;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;manquant;?
11050;11051;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Aquitaine;56-65 ans;1000 a 1499;?
11077;11078;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;18-25 ans;< 1000;?
11082;11083;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Rhône-Alpes;18-25 ans;manquant;?
11083;11084;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Aquitaine;26-35 ans;1000 a 1499;?
11110;11111;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Bretagne;36-45 ans;3000 a 3999;?
11135;11136;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Provence-Alpes-Côte-Azur;36-45 ans;1000 a 1499;?
11152;11153;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;18-25 ans;manquant;?
11178;11179;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;46-55 ans;manquant;?
11246;11247;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Poitou-Charentes;36-45 ans;3000 a 3999;?
11252;11253;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Nord-Pas-de-Calais;46-55 ans;>4000;?
11255;11256;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;ile-de-France;>66;1500 a 1999;?
11284;11285;>11;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Champagne-Ardenne;46-55 ans;2000 a 2999;?
11304;11305;>11;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Centre;46-55 ans;1500 a 1999;?
11324;11325;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Haute-Normandie;26-35 ans;< 1000;?
11327;11328;5-10;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;ile-de-France;26-35 ans;1000 a 1499;?
11329;11330;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;Auvergne;26-35 ans;manquant;?
11334;11335;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;36-45 ans;2000 a 2999;?
11349;11350;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;36-45 ans;>4000;?
11363;11364;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Haute-Normandie;46-55 ans;1500 a 1999;?
11366;11367;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;36-45 ans;1500 a 1999;?
11373;11374;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;36-45 ans;1000 a 1499;?
11375;11376;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1500 a 1999;?
11409;11410;5-10;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Languedoc-Roussillon;46-55 ans;1000 a 1499;?
11418;11419;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;18-25 ans;1500 a 1999;?
11429;11430;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Bretagne;36-45 ans;1000 a 1499;?
11437;11438;5-10;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Rhône-Alpes;36-45 ans;manquant;?
11449;11450;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Provence-Alpes-Côte-Azur;26-35 ans;1000 a 1499;?
11470;11471;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;36-45 ans;manquant;?
11519;11520;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bourgogne;26-35 ans;manquant;?
11525;11526;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Aquitaine;26-35 ans;1000 a 1499;?
11534;11535;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;36-45 ans;manquant;?
11556;11557;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;>4000;?
11579;11580;>11;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bourgogne;18-25 ans;1000 a 1499;?
11583;11584;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Franche-Comte;26-35 ans;1000 a 1499;?
11589;11590;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;56-65 ans;< 1000;?
11645;11646;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;46-55 ans;< 1000;?
11695;11696;5-10;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Poitou-Charentes;46-55 ans;1500 a 1999;?
11696;11697;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;26-35 ans;1500 a 1999;?
11706;11707;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Nord-Pas-de-Calais;46-55 ans;1500 a 1999;?
11715;11716;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;36-45 ans;< 1000;?
11721;11722;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;NR;ile-de-France;18-25 ans;manquant;?
11732;11733;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Limousin;26-35 ans;1000 a 1499;?
11733;11734;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;36-45 ans;1500 a 1999;?
11744;11745;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Centre;>66;< 1000;?
11745;11746;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;18-25 ans;1000 a 1499;?
11747;11748;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Nord-Pas-de-Calais;46-55 ans;2000 a 2999;?
11793;11794;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Midi-Pyrenees;26-35 ans;2000 a 2999;?
11797;11798;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Hors France;56-65 ans;1000 a 1499;?
11803;11804;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Centre;26-35 ans;< 1000;?
11818;11819;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Centre;26-35 ans;manquant;?
11823;11824;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Picardie;46-55 ans;3000 a 3999;?
11827;11828;<4;Referencement;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Languedoc-Roussillon;46-55 ans;>4000;?
11841;11842;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;36-45 ans;manquant;?
11848;11849;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;56-65 ans;3000 a 3999;?
11849;11850;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Champagne-Ardenne;26-35 ans;manquant;?
11876;11877;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;26-35 ans;1000 a 1499;?
11884;11885;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
11888;11889;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;26-35 ans;2000 a 2999;?
11911;11912;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Aquitaine;36-45 ans;1500 a 1999;?
11919;11920;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Lorraine;36-45 ans;2000 a 2999;?
11932;11933;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Bretagne;>66;1000 a 1499;?
11947;11948;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Provence-Alpes-Côte-Azur;26-35 ans;2000 a 2999;?
11954;11955;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Nord-Pas-de-Calais;>66;3000 a 3999;?
11961;11962;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;26-35 ans;< 1000;?
11968;11969;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;36-45 ans;3000 a 3999;?
11981;11982;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Celibataire;Nord-Pas-de-Calais;36-45 ans;1000 a 1499;?
11986;11987;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;ile-de-France;26-35 ans;>4000;?
11994;11995;<4;Marketing;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Rhône-Alpes;46-55 ans;2000 a 2999;?
12016;12017;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;Poitou-Charentes;36-45 ans;2000 a 2999;?
12036;12037;<4;Recherche directe;Pas client ou ancien client;?;?;?;proprietaire;Marie - Union libre;Rhône-Alpes;26-35 ans;1000 a 1499;?
12071;12072;<4;Referencement;Pas client ou ancien client;?;?;?;Locataire;Divorce - separe - Veuf;ile-de-France;46-55 ans;3000 a 3999;?
12079;12080;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Bretagne;26-35 ans;manquant;?
12090;12091;<4;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Haute-Normandie;56-65 ans;manquant;?
12091;12092;5-10;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Marie - Union libre;Lorraine;36-45 ans;1500 a 1999;?
12094;12095;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;ile-de-France;18-25 ans;< 1000;?
12096;12097;>11;Referencement;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Midi-Pyrenees;46-55 ans;1000 a 1499;?
12106;12107;>11;Recherche directe;Pas client ou ancien client;?;?;?;Locataire;Celibataire;Pays de Loire;26-35 ans;1000 a 1499;?
12114;12115;<4;Marketing;Pas client ou ancien client;?;?;?;proprietaire;Divorce - separe - Veuf;Bretagne;26-35 ans;1000 a 1499;?
